source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
711991473282863616,27657743845429831,BP,1897.0244072074918,17.191198784308703,1815.253875343639,25.516190418612275,71.14126,false,false,0,375316653866487564
711991473282863616,27661836086322600,BP,1897.0984083364092,11.862600467861489,245683.9009445643,286.45015385890025,857.68463,true,true,1024,375316653866487564
711991473282863616,27924650937852301,BP,1901.8509507822403,17.10025051686803,1973.8615151040483,31.964225024733942,61.75221,false,false,0,375316653866487564
711991473282863616,27934391683396694,BP,1902.0270943397597,16.9525531363227,2261.4949994804565,30.127426639526817,75.06432,false,false,0,375316653866487564
711991473282863616,27938483980915451,BP,1902.1010958390193,16.74576875742762,2735.9577300689675,34.22665466498416,79.93646,false,false,0,375316653866487564
711991473282863616,27948224862250022,BP,1902.2772418124896,17.173611479140813,1844.897722210495,28.527585583459494,64.670654,false,false,0,375316653866487564
711991473282863616,30172191991944780,BP,1942.492994004727,17.179525757138457,1834.8754223939698,33.9010352137028,54.124466,false,false,0,375316653866487564
711991473282863616,30176284286825566,BP,1942.566994145546,17.338914836960644,1584.3493555567497,38.196925148721945,41.478455,false,false,0,375316653866487564
711991473282863616,32894671178723675,BP,1991.7233620754084,17.26963772741534,1688.7361310660965,31.971150660324582,52.820625,false,false,0,375316653866487564
711991473282863616,32908504146920861,BP,1991.9735079419634,17.116814141046664,1943.9774816282159,29.036708547193385,66.94896,false,false,0,375316653866487564
711991473282863616,32912596445610946,BP,1992.047510114357,17.27694365495999,1677.4107592208338,37.669435487961394,44.529755,false,false,0,375316653866487564
711991473282863616,37919264849434444,BP,2082.590531238172,17.274932296187018,1680.52109289518,28.254080962459007,59.47888,false,false,0,375316653866487564
711991473282863616,37929005818975342,BP,2082.766703388004,16.7583815899444,2704.358422378976,30.259167192275726,89.37319,false,false,0,375316653866487564
711991473282863616,37933098147296387,BP,2082.8407159151866,16.973044588740244,2219.2133220196915,34.33073024323397,64.64218,false,false,0,375316653866487564
711991473282863616,37942839011717735,BP,2083.016886243325,17.342628989126386,1578.9387770204737,24.69827421064534,63.929115,false,false,0,375316653866487564
711991473282863616,37946931295343309,BP,2083.090897979547,17.31326086856266,1622.2304120807537,29.299300751575792,55.367546,false,false,0,375316653866487564
711991473282863616,37956672055955828,BP,2083.267066526678,16.75859218020618,2703.8339337253447,28.565423270490733,94.65408,false,false,0,375316653866487564
711991473282863616,37970504965058984,BP,2083.5172444691298,17.179275548077573,1835.298320109506,37.46359410645887,48.98885,false,false,0,375316653866487564
711991473282863616,38288649021837756,BP,2089.2711305646953,16.710157459647675,2827.1828810323395,28.473184897377312,99.29282,false,false,0,375316653866487564
711991473282863616,38292741279638748,BP,,,,,,true,true,8389632,375316653866487564
711991473282863616,38302482080609611,BP,2089.5213134817773,17.338047493513614,1585.6155232071592,24.571309582685466,64.53117,false,false,0,375316653866487564
711991473282863616,38306574387425546,BP,2089.595326390062,17.187929290554507,1820.7284152706416,31.797805726717918,57.259563,false,false,0,375316653866487564
711991473282863616,38320407666923218,BP,2089.845513459327,17.150571617444925,1884.4657098535445,27.117975251355144,69.49139,false,false,0,375316653866487564
711991473282863616,40499272424501406,BP,2129.2527347731357,17.132629294652148,1915.8661684793497,40.42896856990164,47.38845,false,false,0,375316653866487564
711991473282863616,42557407022966153,BP,2166.47646697671,16.908210370142434,2355.7691938632574,26.15654366900168,90.06424,false,false,0,375316653866487564
711991473282863616,42561499346167704,BP,,,,,,true,true,1024,375316653866487564
711991473282863616,42571240119342893,BP,2166.726651818413,17.233977957061008,1745.1216382690077,25.562352347776503,68.26921,false,false,0,375316653866487564
711991473282863616,43055324225348667,BP,,,,,,true,true,1024,375316653866487564
711991473282863616,43059416502163223,BP,2175.5557238130923,17.253957912128044,1713.3012094774879,31.099032273702633,55.091785,false,false,0,375316653866487564
711991473282863616,43069157389268893,BP,,,,,,true,true,1024,375316653866487564
711991473282863616,48188594818142492,BP,2268.313977573527,16.778028079431387,2655.862913854038,27.576840950246286,96.30773,false,false,0,375316653866487564
711991473282863616,48192687123781321,BP,2268.3879795585044,17.032672428578962,2100.6220256855613,31.110121049962423,67.52214,false,false,0,375316653866487564
711991473282863616,49045907298718713,BP,2283.8167779559385,17.053064662981356,2061.5364650281467,33.12544821954192,62.234222,false,false,0,375316653866487564
711991473282863616,49049999571605001,BP,2283.8907777508025,17.380035052065132,1525.4671699484998,28.750750649390667,53.058342,false,false,0,375316653866487564
711991473282863616,50966185712166534,BP,2318.5407533383373,17.237470560427724,1739.5169389514292,28.801675140449394,60.39638,false,false,0,375316653866487564
711991473282863616,58473881613771360,BP,2454.3107859298334,16.964085299367426,2237.6016137337806,27.29755689700729,81.970764,false,false,0,375316653866487564
711991473282863616,58477973906838016,BP,2454.3847981962635,17.13770784265455,1906.9256007700494,25.523875791588807,74.71144,false,false,0,375316653866487564
711991473282863616,59483268494807536,BP,2472.5665562358854,17.01168929546077,2141.6138565444635,24.83471173281969,86.234695,false,false,0,375316653866487564
711991473282863616,59487360777896533,BP,2472.640570030301,17.22518066364683,1759.3191130971738,25.930396105106702,67.847755,false,false,0,375316653866487564
711991473282863616,61265589215568901,BP,2504.8020210485215,17.39108815458377,1510.0162622338078,29.686058752539825,50.866177,false,false,0,375316653866487564
711991473282863616,61269681508638847,BP,2504.876034766605,16.803065399194388,2595.318883336938,26.43774951498449,98.16716,false,false,0,375316653866487564
711991473282863616,68879014232244731,BP,,,,,,true,true,1024,375316653866487564
711991473282863616,70067826258649156,BP,,,,,,true,true,8389632,375316653866487564
711991473282863616,71749522089600777,BP,2694.3958361544924,17.17367704614432,1844.786313230596,25.030571309871483,73.701324,false,false,0,375316653866487564
711991473282863616,71753614372029070,BP,2694.469836525362,16.980469674669607,2204.088438316188,27.88178206613744,79.0512,false,false,0,375316653866487564
711991473282863616,17956152569504508,RP,1721.5681801459752,16.48356666936705,2021.7689978554909,29.457011931224354,68.63456,false,false,0,375316653866487564
711991473282863616,17960244871484433,RP,1721.6421943055345,15.792276519503227,3821.620805604738,41.70537531275491,91.63377,true,true,2048,375316653866487564
711991473282863616,17969985595666842,RP,1721.8183639863812,16.585155106883544,1841.1796143252764,28.258862266122577,65.15406,false,false,0,375316653866487564
711991473282863616,19723201650799294,RP,1753.527127358197,16.31291829284792,2365.87003279753,27.694665556487383,85.426926,false,false,0,375316653866487564
711991473282863616,21519162761867588,RP,1786.0093091772392,16.442884762160414,2098.960644296937,27.32586560507928,76.812225,false,false,0,375316653866487564
711991473282863616,22455258934682086,RP,1802.9395672670496,16.57401557268576,1860.1671533953568,37.38010682330717,49.763557,false,false,0,375316653866487564
711991473282863616,22459351228933490,RP,1803.0135819592397,16.35188839530572,2282.4582501946725,26.08748751366952,87.492455,false,false,0,375316653866487564
711991473282863616,27630077563139750,RP,1896.5241981264567,16.484171030156336,2020.643919872552,26.049503542135017,77.56938,false,false,0,375316653866487564
711991473282863616,27634169915306796,RP,1896.598201529753,16.548824727824005,1903.8306282238138,25.43551916066979,74.8493,false,false,0,375316653866487564
711991473282863616,27643910797411674,RP,1896.7743473078704,16.5582642394669,1887.3502573316953,25.409145034486762,74.27838,false,false,0,375316653866487564
711991473282863616,27648003090989406,RP,1896.8483497374425,16.5147804741148,1964.4727586016832,26.292734883974713,74.71542,false,false,0,375316653866487564
711991473282863616,27657743845429831,RP,1897.0244926663186,16.632322844635198,1762.9056213911117,25.76846241240005,68.4133,false,false,0,375316653866487564
711991473282863616,27661836086322600,RP,1897.0984942511925,11.89910172997899,137885.15398933063,186.98123081182092,737.4278,true,true,2048,375316653866487564
711991473282863616,27924650937852301,RP,1901.8510371282096,16.584937515886608,1841.5486397414193,26.459546170962295,69.59865,false,false,0,375316653866487564
711991473282863616,27934391683396694,RP,1902.027181191286,16.347895387813647,2290.8678919135423,31.794903019964426,72.05142,false,false,0,375316653866487564
711991473282863616,27938483980915451,RP,1902.1011841357638,16.34801611065759,2290.6131848207583,27.447059851656874,83.45569,false,false,0,375316653866487564
711991473282863616,27948224862250022,RP,1902.277330568219,16.586932885302808,1838.1673438818627,29.277152467604033,62.785046,false,false,0,375316653866487564
711991473282863616,30172191991944780,RP,1942.4930820142667,15.632265141517403,4428.454061141361,35.79770620675697,123.70776,true,true,2048,375316653866487564
711991473282863616,30176284286825566,RP,1942.5670809600767,11.47544479764363,203694.95904677908,234.48655355669,868.68506,true,true,2048,375316653866487564
711991473282863616,32894671178723675,RP,1991.7234514693173,16.703453890132096,1651.1124205501847,27.02766894150335,61.08971,false,false,0,375316653866487564
711991473282863616,32908504146920861,RP,1991.9735953744337,16.458271532005725,2069.4245059478617,27.801958965265747,74.43449,false,false,0,375316653866487564
711991473282863616,32912596445610946,RP,1992.0475977070043,16.682399662103137,1683.4426879707078,35.798009154589636,47.026154,false,false,0,375316653866487564
711991473282863616,37919264849434444,RP,2082.5906161262965,16.711188262058613,1639.3923177584647,32.20706244062199,50.90164,false,false,0,375316653866487564
711991473282863616,37929005818975342,RP,2082.766788634287,16.34666212357901,2293.4715175458473,29.831961781685568,76.87968,false,false,0,375316653866487564
711991473282863616,37933098147296387,RP,2082.8408027539235,16.420498196427488,2142.687923594133,33.13157119112155,64.67209,false,false,0,375316653866487564
711991473282863616,37942839011717735,RP,2083.0169732849545,16.674071675894744,1696.404946372032,26.208638089447547,64.72694,false,false,0,375316653866487564
711991473282863616,37946931295343309,RP,2083.0909863004536,16.657994976682737,1721.7108240159637,30.140073060696572,57.123646,false,false,0,375316653866487564
711991473282863616,37956672055955828,RP,2083.2671549320125,16.44930714025781,2086.5814607333796,27.72649180715571,75.255875,false,false,0,375316653866487564
711991473282863616,37970504965058984,RP,2083.517333864377,16.64787388958122,1737.8354200099548,27.052058972484737,64.24041,false,false,0,375316653866487564
711991473282863616,38288649021837756,RP,2089.271218944094,16.31120403242152,2369.608437033716,27.836881507179616,85.12478,false,false,0,375316653866487564
711991473282863616,38292741279638748,RP,,,,,,true,true,16779264,375316653866487564
711991473282863616,38302482080609611,RP,2089.5214002475122,16.72185031685973,1623.372085056488,25.273390004867032,64.23246,false,false,0,375316653866487564
711991473282863616,38306574387425546,RP,2089.5954135433058,16.72006828678228,1626.0387302699355,30.155732713398404,53.92138,false,false,0,375316653866487564
711991473282863616,38320407666923218,RP,2089.845598392331,16.630268269539343,1766.2447853333615,30.101161824516137,58.676964,false,false,0,375316653866487564
