,source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
39,177571127944832,57840587066980118,BP,2442.864749837285,18.733226015217447,438.6584303254417,23.636296287369472,18.55868,false,false,0,375316653866487564
40,177571127944832,57844679361225401,BP,2442.938762474311,18.520971279356107,533.3697419957249,15.979497922431907,33.37838,false,false,0,375316653866487564
41,177571127944832,64933148269875578,BP,2571.128886132188,18.57552141965244,507.2339553371761,16.296926505084418,31.124516,false,false,0,375316653866487564
42,177571127944832,66543174159083420,BP,2600.2425676330145,18.840421905119996,397.4185406611078,15.83793224264305,25.09283,false,false,0,375316653866487564
43,177571127944832,67704325243854889,BP,2621.2394756725735,18.234621734006858,694.333617094631,33.39746456907815,20.79001,false,false,0,375316653866487564
44,177571127944832,17295174056948998,RP,1709.6214296708833,17.6910757259775,664.8564863113467,28.909070686720252,22.998196,false,false,0,375316653866487564
45,177571127944832,17299266358277999,RP,1709.6954447874796,17.651994766560136,689.2238443087823,21.610708339080745,31.8927,false,false,0,375316653866487564
46,177571127944832,23469674457093294,RP,1821.2847795580822,17.627026143594872,705.2575482380336,18.688671485935703,37.737167,false,false,0,375316653866487564
47,177571127944832,23473766762725954,RP,1821.3587808317181,17.49747937338114,794.6327335421861,20.971155344299497,37.8917,false,false,0,375316653866487564
48,177571127944832,24565980606682182,RP,1841.1092238084875,17.728809955689666,642.1466454916422,18.182008141721475,35.317696,false,false,0,375316653866487564
49,177571127944832,26233725515339623,RP,1871.2666265999367,17.44683002657523,832.5804134279049,19.49198829252852,42.71398,false,false,0,375316653866487564
50,177571127944832,34130473517995857,RP,2014.0737319530297,17.784944674629365,609.7900457114793,20.483522521795113,29.769785,false,false,0,375316653866487564
51,177571127944832,35447692153385523,RP,2037.897107393157,17.8323802184945,583.7220688770619,19.73274551794457,29.581392,false,false,0,375316653866487564
52,177571127944832,37074262122833440,RP,2067.3155374375247,17.812350394211066,594.5906050674483,33.37561148950922,17.815123,false,false,0,375316653866487564
53,177571127944832,37078354407777944,RP,2067.389553150084,17.850688092915735,573.9617661461625,19.18033552508862,29.92449,false,false,0,375316653866487564
54,177571127944832,44180651953252011,RP,2195.831527281777,17.83590374497068,581.8307932859902,17.811613908196943,32.66581,false,false,0,375316653866487564
55,177571127944832,44184744255209610,RP,2195.90552769185,17.919955493632013,538.4879669616686,23.896773844300135,22.533918,false,false,0,375316653866487564
56,177571127944832,46976427854066483,RP,2246.3869291438623,17.945947259628305,525.75001846404,19.875309212236083,26.45242,false,false,0,375316653866487564
57,177571127944832,54896719975175354,RP,2389.621630096032,17.618211703501558,711.006414878283,22.13226466965277,32.125336,false,false,0,375316653866487564
58,177571127944832,56485936881079152,RP,2418.364504993609,17.88072580439415,558.3003224809519,22.101700405864168,25.260515,false,false,0,375316653866487564
59,177571127944832,57840587066980118,RP,2442.864836450528,17.843727838461163,577.6530424505818,27.939684502248404,20.675003,false,false,0,375316653866487564
60,177571127944832,57844679361225401,RP,2442.938851366661,17.834714239678267,582.4685817856282,17.621695015535433,33.05406,false,false,0,375316653866487564
61,177571127944832,64933148269875578,RP,2571.1289716608235,17.839159834993808,580.0885141704115,17.890195556148743,32.42494,false,false,0,375316653866487564
62,177571127944832,66543174159083420,RP,2600.2426533659086,17.9981204048445,501.08342647416174,18.169965229427348,27.577566,false,false,0,375316653866487564
63,177571127944832,67704325243854889,RP,2621.239564694588,17.802018326641104,600.2758478134888,21.62796855249163,27.75461,false,false,0,375316653866487564
